draft_number,years_education,income
299,13,31355.72
100,15,45304.27
52,17,102196.6
71,19,43278.41
174,16,72533.09
80,14,37193.55
130,15,71598.99
263,12,37376.49
121,14,65043.88
113,13,81641.85
193,16,90926.66
354,15,82716.3
195,15,112949.5
357,17,80761.45
125,15,58390.85
22,13,89218.41
22,15,67008.55
201,15,135450.8
42,19,58404.18
301,16,62495.05
237,18,37892.9
158,15,65387.45
200,13,13877.74
21,14,51461.6
47,18,81974.68
322,16,160710.9
233,16,43441.11
97,16,119910.5
180,16,78350.49
233,19,36412.21
263,12,27806.18
219,17,63699.5
260,14,63122.02
20,20,97898.94
309,20,151253.3
170,18,65450.8
82,12,57910.33
250,17,108445.9
216,10,51345.98
82,15,57583.59
151,13,50674.75
345,10,45560.9
274,15,44760.17
25,15,61247.26
154,18,117376.3
113,15,39720.79
29,19,67081.86
80,13,53504.11
167,12,46937.1
180,16,78503.95
175,14,108648.6
56,20,90058.29
288,15,45323.01
213,14,60287.47
214,18,67591.13
172,16,70337.52
132,13,65814.02
83,17,24548.44
237,18,148563.4
141,13,44961.61
242,11,46939.5
274,16,96716.99
209,13,42725.57
21,15,69447.92
192,13,98035.57
92,13,14041.85
26,15,69524.04
275,10,47836.35
312,15,30461.68
256,12,55222.98
324,11,18589.6
255,17,75071.11
250,12,27807.08
24,18,44753.08
257,14,76910.65
215,16,49337.85
303,15,71029.03
325,13,52319.1
230,13,33304.09
128,17,85299.45
304,17,33130.9
232,13,41200.95
189,12,0
261,14,70879.95
174,17,80362.26
22,15,112566.4
252,18,67940.89
14,21,115321.3
77,19,110338.3
334,12,44732.95
186,13,52257.95
31,17,100229.4
97,12,34142.24
186,14,53806.83
266,14,64488.21
18,19,20979.51
321,15,12765.25
200,18,100233.8
72,14,75742.7
325,11,23178.8
225,10,27764.75
298,13,74332.06
169,15,89370.95
240,12,59938
255,17,51680.45
194,13,14488.07
296,14,84819.88
297,14,38945.6
93,12,77343.74
87,11,34346.57
273,16,61867.62
32,16,46740.92
365,11,32871.8
235,13,22276.64
354,15,0
168,16,84183.41
274,18,100692.4
87,16,129223
363,16,73569.48
117,11,41898.13
319,11,37629.2
35,12,78471.87
159,12,33868.07
178,13,50211.29
353,14,17582.04
137,15,96759.72
272,13,68676.65
127,13,35856.75
69,17,54625.55
302,11,48597.63
251,16,44075.14
163,12,4353.493
174,16,94383.06
32,18,101571.6
335,14,57244.64
233,18,68313.71
167,15,52783.76
119,12,64586.06
124,17,98672.97
308,16,54992.49
110,16,102008.1
351,16,73833.47
266,15,69477.58
231,12,51513.45
84,15,24674.37
307,17,72864.35
164,16,85797.67
319,11,56431.18
197,16,75144.72
126,14,119648.3
198,17,59033.83
82,18,108981.5
93,17,85970.7
323,15,67219.48
186,17,89625.77
224,16,79936.06
198,15,76649.38
82,14,30052.39
73,18,51717.45
238,12,0
194,17,13729.62
113,14,87728.77
313,14,64823.76
217,15,40106.43
139,14,34903.29
7,17,82277.76
44,20,145731.3
161,12,60252.88
152,12,54907.3
71,21,48364.36
66,15,22370.46
325,14,22460.25
188,17,65928.48
274,15,30369.24
124,16,78661.23
29,16,88418.38
105,16,91208
166,15,55072.8
183,14,39590.11
31,16,63916.4
202,17,105031.6
362,13,24983.7
177,16,64019.75
309,15,83134.16
237,16,76128.62
227,12,0
310,13,39128.82
60,16,79172.45
244,16,105679.2
241,15,105772.9
307,16,107631.6
14,16,42350.97
357,12,44584.73
214,15,48948.74
256,14,125188.3
309,14,36954.32
74,19,61195.53
37,13,37249.33
195,13,68511.84
114,12,61163.88
10,19,56023.44
294,18,32324.41
130,19,7153.159
94,19,145087.6
285,10,39213.5
207,18,140672.6
28,19,102956.3
268,12,49866.98
249,17,46798.73
180,13,46822.48
158,12,36944.55
213,14,44802.82
271,14,47813.52
355,13,44136.81
166,16,77406.27
282,16,32972.43
96,14,55114.59
359,18,120448.7
3,12,58833.93
360,15,34773.89
81,10,38544.3
358,17,103747.7
293,15,88776.61
291,15,67490.86
106,16,57305.85
71,16,104632.4
50,15,66710.74
163,18,103156.7
235,18,73503.84
149,16,58654.79
65,22,135090.2
135,11,41770.69
336,17,75572.61
269,16,29675.72
196,18,71838.19
285,11,32481.85
4,19,65343.83
137,17,80616.2
301,13,59759.07
241,13,48832.44
283,16,58200.85
265,10,4045.86
190,11,80258.38
193,17,55993.54
270,11,3510.586
301,19,0
128,16,38379.84
140,16,88858.76
232,14,52342.4
10,17,47190.1
123,16,43783.3
353,15,78670.27
25,18,27153.8
81,14,70596.48
232,14,25470.53
207,15,50870.77
325,11,33680.5
88,11,41535.73
339,14,43114.04
116,13,63714.14
269,14,74038.03
263,15,51663.9
52,18,99823.49
318,14,102460
290,14,23762.19
99,19,107488.4
212,11,66801.27
302,10,33674.98
98,15,50060.63
33,18,115141.2
215,17,88480.89
256,14,68612.88
43,17,39152.32
315,17,81273.64
209,13,32319.14
194,10,38799.57
350,13,45848.05
98,17,16416.31
348,17,37983.56
56,17,39832.98
129,16,27184.15
298,17,104206.3
304,13,44531.92
3,15,34442.21
94,11,36854.63
27,13,29099.54
92,11,52170.62
26,19,81119.46
119,14,84562.12
91,13,56461.29
314,15,76506.51
165,17,66508.45
274,14,89046.95
158,15,63065.59
228,13,41504.9
115,17,54672.6
102,12,63544.59
196,11,32256.27
301,13,15277.34
169,14,42603.33
261,13,57476.86
99,16,95353.51
140,14,37472.91
212,14,37602
101,16,54289.01
68,15,73307.23
225,17,0
300,16,105802.6
227,10,9000.95
332,14,31085.9
59,17,55424.34
86,14,100875
317,11,27063.32
178,17,40489.64
310,14,85057.59
301,15,77640.48
335,14,40202.45
289,14,44702.23
350,13,35997.62
124,15,31530.97
256,16,40276.16
288,15,65664.82
141,12,69747.3
132,13,32518.62
262,18,78802.56
76,19,89272.73
133,14,64837.88
16,16,74475.37
182,12,49560.3
149,15,72261.73
124,15,70817.81
17,14,56331.86
240,15,32066.17
346,12,39584.46
47,13,67253.55
124,15,43020.67
316,15,66388.85
313,13,60237.91
13,14,71666.03
283,18,123972.2
264,14,12377.48
223,15,33695.28
100,17,81657.65
321,12,105074.6
192,16,66896.62
224,17,83209.2
259,13,42264.52
130,17,10324.14
146,11,36390.05
362,14,24387.5
241,13,83384.14
32,19,148064.1
166,12,34335.51
148,14,87990.6
82,16,75955.95
153,11,39416.14
5,17,93407.55
215,12,22779.59
251,17,66103.32
283,16,16362.69
161,15,78044.66
117,18,64714.28
80,16,87775.4
14,13,32316.33
288,16,88191.27
268,17,37138.64
20,15,77707.77
313,14,18780.96
98,13,33433.11
118,11,46122.86
324,13,33137.87
343,17,53226.95
289,15,78656.45
214,12,48627.44
5,17,68186.23
74,17,45483.64
345,17,120704.6
104,14,55018.57
49,14,96232.62
52,19,125194
113,14,74646.43
19,18,85697.88
230,13,26048.29
25,18,56429.51
109,10,49689.2
248,15,84043.18
72,18,46256.63
119,18,154412
173,15,84071.45
255,14,105966.6
349,14,30958.73
259,14,13870.92
37,16,16993.96
36,15,55980.41
346,14,28111.19
123,14,81628.86
222,14,84592.57
239,16,49811.22
156,17,70834.43
353,17,52336.63
253,15,86693.2
172,13,61351.04
329,15,86821.82
228,14,102180.7
242,16,79952.09
159,13,39033.23
44,16,82739.55
90,14,113028.7
76,16,56832.64
132,16,30065.83
337,16,86862.73
60,17,67460.55
231,16,64040.36
303,12,53467.54
18,16,54025.46
54,14,46995.03
83,14,71793.91
102,11,9763.673
11,17,101013.9
358,14,97681.23
136,16,68948.18
303,15,20462.38
65,13,73125.76
5,13,23286.33
295,15,59256.59
64,21,75682.97
148,13,90868.85
303,15,72020.04
269,14,67293.36
121,14,77782.52
133,14,67289.42
103,11,30375.38
92,13,46481.79
218,15,82383.88
355,14,38142.91
203,13,54226.86
283,11,38979.82
358,15,80680.98
50,18,52975.7
349,13,94525.48
191,13,68610.63
193,12,43314.62
336,17,88939.86
312,14,41847.98
189,13,51712.36
297,18,78581.51
346,11,41651.25
259,11,35507.91
208,11,47621.13
283,11,57942.1
235,16,68210.81
66,15,63443.6
214,14,136106.2
311,11,33572.63
213,13,24770.42
186,12,41702.49
197,18,2392.444
211,17,71399.77
177,15,22104
65,13,59751.79
33,16,54399.04
345,17,58844.2
17,18,128789.6
276,14,57024.09
270,15,19573.12
154,9,33954.62
9,19,95432.67
306,14,48131.04
254,15,31710.12
72,15,33078.05
149,12,80046.15
47,16,14671.3
212,15,82123.3
35,18,65043.18
225,14,83647.68
258,12,57347.12
260,15,56802.84
189,12,23826.28
227,13,21845.48
149,13,30626.51
164,17,125548.3
312,15,20676.14
149,14,50847.75
137,10,14838.45
193,13,33817.89
97,9,21462.07
306,14,41386.28
113,16,39452.89
320,12,45369.18
172,16,74957.54
301,15,28719.77
163,12,17900.21
319,12,38985.25
121,12,48503.16
44,15,43223.06
294,15,26943.48
60,16,6692.955
43,18,115075
72,19,84624.41
86,17,31585.29
219,14,47965.3
182,17,109666.9
62,17,61416.18
235,13,36855.24
349,15,38851.43
306,17,92017.93
90,12,75016.71
27,16,75393.37
357,17,70706.11
257,19,160928.5
321,16,82926.57
99,13,75159.35
227,12,3335.497
282,12,40630.04
32,16,57112.68
243,14,62549.14
229,10,36345.31
343,15,72658.47
144,12,59189.05
240,16,84251.19
276,16,59406.12
65,16,28859.58
228,17,77245.3
111,14,39293.18
56,14,63264.23
231,13,44743.7
98,13,47399.85
5,13,18510.73
167,14,78896.23
313,18,90830
171,16,98061.75
229,15,63668.64
79,18,109607.5
139,17,159443.4
144,11,36532.59
240,12,38807.9
320,13,45064.9
92,12,56610.68
22,15,35568.25
242,16,81774.49
248,14,64467.84
97,15,94898.77
127,17,94019.16
230,16,78875.37
139,14,29348.39
217,10,38338.72
90,15,54044.38
143,15,76784.82
167,14,72096.89
221,17,52317.86
290,12,19065.57
169,15,76580.09
272,16,39126
116,16,55269.77
308,11,33844.41
270,14,61069.55
27,15,98140.05
125,10,41199.29
147,12,43871.6
114,12,73925.38
193,14,26331.67
77,16,59468.63
180,15,43554.88
53,20,123150.5
155,15,107383.7
146,11,63320.9
124,14,81144.18
141,18,40088.5
102,14,11863.01
160,13,73148.16
243,13,100385.8
223,10,44293.93
351,18,29231.23
43,19,101324.9
245,12,45591.83
48,16,104946.6
174,12,74819.94
197,15,59552.36
202,19,63787.54
351,16,87642.76
94,12,39973.34
118,13,25859.02
137,14,11242.32
336,13,63011.79
343,12,33867.02
232,12,47408.55
142,13,63201.34
281,13,23666.29
321,14,45166.73
57,15,42118.68
218,16,49617.96
182,12,70173.22
314,12,77984.91
27,20,129600.6
239,15,70775.53
8,17,25113.54
295,14,76415.65
198,15,46240.49
154,14,38733.62
214,15,66469.08
129,15,55361.2
189,12,11079.47
69,14,42931.43
232,15,45361.16
178,12,32996.32
150,15,49269.25
151,12,37593.98
16,15,0
158,13,35195.4
218,18,100877
216,14,87876.95
91,17,112054.1
58,16,90729.8
359,11,69961.52
57,20,121099.5
275,13,49059.2
218,14,64897
160,12,71882.68
249,17,63293.77
328,14,52906.26
33,12,28660.12
286,16,103995.5
365,15,88008.94
196,16,35834.01
133,13,27584.27
33,14,67345.22
352,17,146178.2
139,15,68255.91
361,16,121650.3
266,17,52000.41
356,15,102774.8
47,17,111001.5
280,16,70231.11
131,14,85876.69
301,16,57671.36
21,12,40133.58
130,14,35718.88
261,13,57783.21
178,12,34281.67
302,18,96423.97
248,14,23376.78
251,14,69984.4
237,16,86292.71
234,16,48999.16
267,13,42432.88
305,15,42017.98
85,16,73045.74
363,14,110218.7
228,15,54615.79
217,16,97133.71
123,14,43143.22
290,12,64083.48
323,13,35523.49
139,15,38118.02
297,14,59710.96
311,15,68205.14
270,14,46817.46
365,11,67298.34
122,17,96529.21
14,17,73523.48
224,12,28089.1
216,12,73196.89
297,16,70284.09
335,11,44266.55
198,18,66405.99
318,16,76697.56
279,17,62312.15
351,12,57014.5
104,13,67870.23
282,14,10537.57
300,18,72549.12
319,15,76073.89
176,14,64670.24
298,12,75360.41
288,12,32383
292,16,35277.42
133,13,80607.39
57,18,73674.95
47,17,106405.1
202,14,43501.04
132,13,37307.42
244,15,35682.3
80,18,54299.41
75,19,114160
149,18,78587.99
8,15,32517.31
101,16,98334.29
131,9,34368.16
156,16,123825.5
343,15,56572.61
332,13,45969.22
183,16,41100.96
253,17,31178.15
1,14,2867.466
131,12,66318.24
281,15,41849.57
29,17,67111.89
305,17,67814.47
104,10,65058.6
113,11,45117.25
165,13,77856.38
239,13,61525.79
28,14,79643.55
119,13,38628.54
187,17,23726.56
106,11,28396.6
52,17,76009.79
145,14,61544.56
363,18,79148.14
299,18,84065.87
98,20,65221.5
235,11,43032.52
169,14,36437.46
342,15,69094.43
88,16,60723.02
106,16,70766.25
63,17,53259.5
53,19,79531.77
152,14,57823.38
262,15,75522.43
69,15,64156.13
67,20,79420.86
119,17,43567.24
9,19,97358.91
141,16,54428.45
312,13,67115.87
124,15,90301.49
64,17,63208.52
331,14,18072.48
186,13,45209.38
41,18,64397.2
254,11,74475.23
231,15,105636.9
254,15,53113.78
217,13,59155.02
165,13,63668.97
28,18,87080.16
173,12,7112.808
136,16,46230.85
361,12,62777.05
252,16,35287.26
256,15,105714
350,16,72266.93
304,17,38698.31
279,12,11622.05
272,13,49728.61
175,15,55907.5
14,20,111833.6
218,18,91916.48
21,15,61724.57
163,14,67628.84
326,17,21456.09
309,13,29554.42
106,13,67156.68
228,13,26830.3
45,18,39718.64
327,16,122734.9
305,13,62761.59
167,14,90422.91
4,18,74558.69
261,15,39783.15
118,13,28728.68
306,15,108368.2
52,14,30016.35
213,16,57856.3
8,18,61067.15
106,11,25369.28
39,13,54712.37
357,12,25115.89
145,10,30718.92
317,16,29059.99
279,15,80483.08
362,18,77667.07
200,15,58927.3
351,17,46925.6
264,15,99970.91
105,12,83554.68
197,13,23229.28
92,13,71788.99
108,13,51411.75
220,15,100545
148,13,89445.27
296,12,32519.32
177,17,47765.6
183,15,60902.02
204,17,101122
355,15,33164.39
152,17,83957.2
143,16,43054.06
82,15,74778.84
283,17,62296.94
64,19,88403.41
357,15,111473.5
216,19,62350.89
305,18,86275.02
69,20,94003.61
27,17,70347.16
281,14,96067.19
230,19,97912.66
53,16,103273.4
286,13,27999.48
29,18,72374.08
363,12,69873.39
300,14,69005.07
27,17,81534.09
195,18,111571.6
23,16,111147.5
336,10,47759.05
22,16,69880
148,14,40734.3
344,10,30786.96
291,13,52384.43
251,14,42608.75
143,18,109785.9
147,14,27519.44
141,13,86266.66
211,14,86875.58
217,11,73690.38
149,13,54817.84
146,15,80416.73
45,19,49658.86
98,12,30563.87
256,15,72857.16
244,13,93523.29
122,17,153361.9
178,18,145300.8
274,16,126986.3
321,14,73572.34
22,15,67743.59
128,14,51567.81
144,15,42471.56
86,15,79245.36
345,13,87069.11
177,15,43239.38
249,14,93802.39
166,12,33070.33
265,16,43488.1
171,19,29690.6
51,16,57905.16
36,19,97818.49
323,13,95213.69
150,18,141246.3
127,13,45819.24
172,11,46333.73
289,18,95215.97
204,11,23060.38
360,13,35478.44
270,13,66984.15
171,11,40740.15
331,17,74154.2
46,19,96814.42
1,15,103440.7
167,13,71506.43
325,9,38373.9
183,11,29421.32
45,19,111404.1
163,16,115187.2
5,14,46707.34
137,12,48537.95
349,13,33381.94
295,12,16618.25
217,17,107930.3
242,12,69087.21
43,18,100526
170,16,90548.55
143,12,50499.9
310,14,39144.7
133,19,41389.26
63,17,57568.71
104,13,45106.48
94,15,23127.24
295,12,79725.72
268,16,75289.93
362,13,34154.61
214,16,93640.66
342,16,47831.67
136,14,32833.1
88,11,33274.44
91,13,47167.88
296,14,78031.17
256,12,44582.44
283,13,39488.31
44,20,77451.98
59,13,24509.13
12,15,64358.51
46,19,85287.73
141,14,70570.84
126,13,53869.9
113,11,28158.07
44,18,31928.52
278,12,41015.24
327,17,69606.51
35,19,76955.14
301,15,74497.02
331,13,45941.5
332,15,35093.7
7,15,33531.64
341,17,79556.77
261,18,48837.12
213,15,59180.97
164,11,34282.91
16,13,61704.3
188,18,116731.7
311,15,56020.6
116,10,47209.79
252,18,93631.95
231,15,105907.1
361,17,123198.8
257,13,51693.12
130,12,31208.63
328,18,27054.65
197,16,108577.2
346,19,90665.7
204,14,52205.69
278,14,71702.09
139,18,98598.11
121,18,139294.4
149,15,70733.34
306,14,0
326,12,49287.38
233,16,50625.98
284,15,128311.6
126,13,50749.2
2,17,87597.56
348,17,98496.1
19,18,70540.94
262,14,20935.12
301,12,11007.63
332,12,46980.14
361,15,91162.39
357,16,38514.18
158,14,56511.43
91,16,82671.65
353,12,54620.09
98,16,69338.59
351,15,95966.15
316,12,55345.67
82,13,60870.82
185,17,46286.96
57,17,116965.4
339,15,58691.28
322,13,46770.09
255,12,48979.27
123,10,36141.16
246,13,94183.51
14,16,33659.37
21,17,13095.1
67,16,97234.01
107,12,17609.59
271,11,14121.77
221,12,62675.21
346,17,87782.21
7,13,28356.22
21,16,67865.58
3,14,34649.55
41,12,45944.42
101,14,47734.2
236,17,69874.54
363,17,150635
32,19,84015.99
208,11,19014.29
98,15,67096.84
23,16,90291.17
235,14,46997.37
144,17,78206.04
363,13,36571.76
62,15,60685.43
231,15,58220.63
172,13,96046.07
20,17,135046.5
209,14,82774.66
99,13,82486.07
64,18,101579.5
103,15,18667.16
146,12,23043.77
154,15,37006.55
219,15,80677.98
273,12,37978.07
267,17,72575.19
163,14,34952.15
228,16,92277.67
306,14,77326.62
174,15,70075.35
174,12,17736.86
157,17,115491.9
26,15,55367.81
26,14,44260.05
204,12,52652.19
197,16,16767.45
183,13,40834.95
250,13,88595.92
22,20,109339.7
319,11,21876.67
132,14,39330.15
157,15,132475.7
144,13,18562.8
298,15,29744
333,16,36989.25
264,11,48559.31
179,14,89150.73
349,15,29264.18
330,12,39125.67
128,13,54650.74
19,18,48681.7
45,18,23378.39
51,18,84085.58
226,12,37431.85
6,19,123407.9
194,12,74859.51
290,13,63442.96
215,14,53129.14
147,12,23418.89
183,10,32747.19
139,15,57683.98
309,18,71064.55
254,16,99399.8
321,17,117547.6
15,15,55831.89
9,15,62879.04
204,19,127691.5
253,13,79104.73
171,12,48115.4
263,16,64838.12
199,13,63037.39
351,18,65447.84
280,16,80689.07
239,10,40691.57
273,17,53671.52
199,12,43483.48
73,13,36302.45
340,12,71385.19
109,16,74776.38
27,20,81952.95
109,15,31771.93
341,15,21083.35
282,12,60084.88
270,14,65939.36
106,19,54311.2
107,14,13859.22
171,14,54425.7
360,18,91050.02
282,14,65364.17
332,17,52969.81
54,20,123541.7
94,15,26705.14
218,15,38355.38
104,10,29150.33
216,13,54408.99
125,11,40921.69
332,18,126996.6
341,13,38875.93
335,11,33019.32
95,16,106367.7
311,14,60711.86
120,15,42763.95
149,15,18898.88
139,14,65951.1
176,12,47853.66
113,16,90174.48
265,12,23912.6
194,15,104567.1
112,13,32913.09
89,15,49406.09
1,15,63532.59
216,12,28418.03
330,17,51916.95
219,18,101859.5
70,19,30035.37
36,14,54042.97
188,15,16117.54
15,16,76268.81
142,12,74431.06
92,13,39616.41
199,15,83934.55
115,13,51466.02
331,13,81033.7
4,16,72584.87
83,14,73533.39
312,11,22237.77
230,16,64965.9
126,17,42351.32
291,15,73568.02
212,14,44811.19
318,15,72586.54
297,16,59281.75
325,11,35343.27
72,14,49573.92
36,15,89983.03
74,16,54619.8
166,20,68386.37
301,13,49394.34
306,16,42058.71
243,14,33019.63
140,14,28156.19
25,20,114459.9
216,14,13539.87
349,10,20122.74
90,14,53896.4
344,14,59645.19
42,21,117426.6
57,13,60488.69
92,15,77046.03
110,15,28371.8
89,17,22566.73
325,14,83652.2
328,16,76308.11
20,19,56004
51,15,36324.46
78,21,72732.89
46,18,140018.4
240,16,155633
174,18,161822.5
175,15,98327.27
362,11,57457.39
357,17,64996.57
60,18,124480.6
153,18,83921.93
42,18,150609.8
120,15,81517.45
328,15,84567.59
101,16,78525.97
205,13,56582.7
199,12,58219.81
253,15,40389.44
157,18,75711.3
160,12,38851.04
67,18,70674.04
294,12,54553.67
100,14,68803.58
214,15,64035.58
254,19,121035.8
201,16,60046.93
269,16,72112.07
345,13,22015.04
45,18,87274.38
356,17,78187.34
39,18,95493.6
40,15,38392.95
270,16,73776.52
345,16,111395.3
297,14,72038.21
340,16,84255.63
357,15,89662.48
153,15,37517.54
218,11,69698.6
175,16,31327.41
283,12,30416.53
27,16,0
232,14,3370.247
53,16,23913.09
34,18,52564.97
8,15,94416.92
67,16,124115.5
120,14,15670.32
215,13,26744.4
306,15,97939.52
9,17,55651.74
33,14,64142.32
192,14,63255.66
350,18,69366.23
114,11,4976.883
131,18,42197.84
173,18,50157.62
299,12,22533.75
264,17,77730.35
81,14,60143.27
26,19,28813.63
83,17,65748.27
229,17,81273.14
146,10,22266.3
285,12,33852.78
44,15,100016.8
2,18,83602.13
241,15,64020.48
129,10,46374.36
71,20,106714.2
275,17,68133.26
220,15,90626.59
326,15,39066.38
196,14,33902.22
350,11,2344.9
6,13,47394.21
310,18,49914.82
322,17,111069.7
143,17,86628.66
116,13,73221.85
92,13,60723.16
99,13,40975.24
246,10,30224.97
353,16,90027.22
164,17,114511.5
249,14,46477.89
145,13,40316.53
217,16,63453.01
262,13,67490.23
72,17,66950.29
219,11,69354.1
52,15,78709.25
20,17,41859.51
7,17,29716.65
267,16,70723.79
181,14,33341.44
221,15,49135.78
219,12,51007.57
273,14,70173.8
206,15,67323.91
238,15,78645.8
171,14,47544.13
105,14,19180.44
315,12,51368.22
218,16,46280.92
205,15,39378.75
310,16,70604.65
103,15,69103.44
324,15,33479.41
180,15,22074.35
215,14,104565.8
327,15,50915.04
267,18,76066.32
90,14,28951.39
154,13,60179.05
26,16,64850.21
257,15,2114.969
230,13,72453.27
335,13,67877.5
133,14,89876
139,16,87154.99
272,13,28142.84
58,21,95047.48
155,15,52116.11
184,12,22849.13
66,18,70327.61
60,17,79134.24
107,11,47937.56
334,13,63937.51
337,15,82142.87
86,16,78647.89
151,16,2313.89
243,15,6131.93
281,15,109521.1
166,10,22302.02
256,13,53421.23
63,14,47609.14
98,12,37926.95
145,15,69708.94
99,17,41361.24
218,12,32736.93
202,17,123769.7
32,18,10573.27
227,14,50718.64
67,19,54957.96
285,13,52172.35
356,14,99822.14
160,13,59373.68
54,15,37823.06
186,14,62208.2
204,15,67032.73
221,18,52829.39
119,10,70627.79
12,16,30247.11
273,13,5436.136
326,13,48868.2
160,12,45642.01
264,15,37823.57
173,12,60487.24
92,14,92513.37
179,19,86478.38
220,11,28693.86
151,15,54444.92
286,13,79898.24
139,15,40275.14
137,13,102553
228,13,10697
278,15,10342.44
233,14,51257.18
279,17,127961.9
244,14,7996.358
151,16,87577.63
275,14,44599.34
38,15,24512.5
280,15,60037.18
113,14,39697.36
150,13,32544.86
264,11,38998.35
352,12,33809.87
144,15,37524.15
249,13,85720.42
160,15,70920.01
215,14,47094.42
348,17,58593.44
114,17,65965.25
164,17,103011.3
281,16,52174.37
343,17,71718.13
116,16,55618.29
159,13,53933.06
128,16,99113.07
362,13,81005.41
355,13,8922.266
184,18,27792.74
185,12,78826.19
115,10,31147.62
270,13,60507.28
290,14,39085.38
189,15,116212.6
128,13,73663.1
171,12,33134.75
301,14,19602.87
192,13,29633.73
270,12,48413.05
283,12,58575.75
334,13,38698.71
17,19,64015.77
286,16,121225.5
206,11,30697.64
341,10,21182.23
297,14,58469.61
297,15,49777.12
85,11,25357.17
18,18,80594.09
270,11,67312.42
246,15,82768.49
158,12,49394.94
179,17,84360.98
36,18,104446.9
294,16,64624.62
39,16,81785.89
79,13,47214.94
341,16,29249.61
242,17,42998.05
19,15,61161.9
297,14,70512.59
61,16,71133.27
63,15,57425.27
321,18,106189.8
179,12,39271.8
288,13,44833.12
300,12,81427.7
240,16,87167.36
343,14,61248.16
360,12,63099.65
278,15,75711.09
305,14,33056.43
143,15,40572.36
245,14,54071.87
220,16,64814.21
304,15,64384.61
278,14,64620.73
66,19,112765
289,13,80253.48
261,14,53137.22
261,17,108605.2
69,19,152639.9
167,14,61388.25
185,17,94527.88
301,15,52956.28
279,16,74582.68
108,15,108780.9
117,14,44203.62
127,13,23871.81
53,17,60931.64
246,18,120818.4
39,17,59561.37
26,17,39434.29
51,15,46237.88
327,11,49880.69
92,16,96106.93
144,14,94381.19
99,13,69782.7
264,17,76239.28
91,11,20882.67
118,14,146.1298
350,16,50876.43
128,14,48706.78
309,18,91564.21
271,10,32359.85
151,11,31958.42
225,17,102760.2
6,15,54182.15
154,17,27303.34
162,14,43130.08
224,12,7077.261
277,15,58710.04
199,13,63094.09
61,16,63087.72
5,15,63243.33
195,18,75690.03
286,15,81893.51
212,16,51246.89
303,16,64206.27
177,16,74104.3
88,15,38137.48
345,12,20225.02
113,10,32957.34
82,16,81232.64
338,15,51865.59
87,14,45125.96
346,12,49006.08
28,17,144760.1
248,13,38126.74
58,12,47848.75
155,15,61463.24
326,16,104921.7
352,17,38986.17
314,18,108179.5
83,13,121706.2
52,16,76290.73
146,13,57824.94
351,9,31855.6
150,14,60988.36
212,11,18384.97
33,13,51055.33
41,21,129227.6
335,15,82318.47
336,15,116393
326,17,97140.42
161,15,100286.9
186,13,90241.36
209,14,81893.7
273,16,102182.2
98,13,29152.14
43,18,18674
146,16,67739.01
356,15,52289.11
249,13,31441.17
87,14,69574.48
130,17,105419.7
268,13,51306.43
260,12,116499.7
300,17,85279.72
182,16,53874.59
332,12,45327.33
21,15,57243.37
95,13,45918.45
91,10,33700.64
300,16,51225
353,14,29384.07
227,14,98639.28
132,13,51559.93
364,18,135611.9
78,18,78130.88
221,14,38552.04
326,10,27421.97
316,11,51186.69
256,15,22504.83
145,14,42884.39
79,17,68268.3
308,16,38195.59
364,10,44284.78
353,14,26608.25
284,13,81377.33
364,15,101007.3
333,11,54492.05
237,18,48516.19
209,12,24107.42
248,14,98962.35
215,14,31192.12
214,13,38015.53
28,16,51174.36
285,16,40231.96
115,17,22969.04
82,16,0
338,16,125875.3
321,12,32785.47
287,11,61031.43
76,18,64871.75
6,15,61125.31
43,17,57343.56
205,19,85513.64
143,14,52871.25
254,14,67362.88
333,14,25388.1
221,14,92039.64
31,16,38811.04
218,17,72148.95
41,19,103248.2
165,15,83266.34
122,13,83191.55
172,12,37250.89
193,12,60528.69
269,13,40685.55
305,13,61350.93
214,18,132979.7
364,12,83077.39
12,18,81803.37
188,16,56280.06
64,17,101244.2
258,13,50408.77
169,13,70336.55
252,14,55526.7
198,16,66608.48
2,15,76479.88
23,15,109095.5
199,18,65292.99
198,15,76670.89
356,11,47563.73
303,11,51265.39
73,17,98774.38
360,18,0
99,10,8703.726
151,14,60375.79
145,12,47518.04
113,15,28149.39
184,13,39191.9
203,13,69890.3
150,14,16300.22
172,12,39384.08
251,13,52984.21
188,12,41073.14
333,16,60904.68
202,16,133842
333,14,50444.95
146,14,48886.85
201,18,146144.8
93,14,78075.12
116,13,48641.53
16,18,110399.4
189,12,31671.98
300,14,72541.37
227,18,31548.33
356,11,60147.47
332,14,96657.94
148,13,34397.08
297,11,66044.48
275,16,48025.08
99,14,39014.84
164,11,34464.02
292,15,83416.48
134,13,23221.14
110,17,64161.17
183,15,104559.3
307,19,147853.9
186,17,96879.54
34,15,14603.3
169,12,74960.07
168,13,30331.18
233,18,149957.9
348,15,66454.06
75,19,17036.12
282,16,23288.98
331,12,40199.99
222,15,100924.3
50,14,75121.26
319,19,84509.71
116,16,53522.63
275,15,55755.2
190,12,67617.32
163,17,76668.02
104,19,95086.52
30,17,62191.13
105,17,105598
217,18,89684.25
268,14,77414.27
248,14,56887.82
295,15,71484.54
260,15,48571.26
67,19,50843.16
287,16,89833.94
348,16,80113.44
317,12,24294.39
168,16,132642.1
154,14,62764.87
233,17,134543.3
342,14,94759.79
295,10,37647.16
