studyno,treat_ad,cluster,name_recall,positive_impression
2,0,"Study 2, Cluster Number 522",0,0
2,0,"Study 2, Cluster Number 522",1,0
2,0,"Study 2, Cluster Number 523",1,0
2,0,"Study 2, Cluster Number 523",1,1
2,0,"Study 2, Cluster Number 523",0,0
2,0,"Study 2, Cluster Number 523",0,0
2,0,"Study 2, Cluster Number 523",1,1
2,0,"Study 2, Cluster Number 523",1,1
2,0,"Study 2, Cluster Number 523",1,0
2,1,"Study 2, Cluster Number 525",0,0
2,1,"Study 2, Cluster Number 525",1,1
2,1,"Study 2, Cluster Number 525",1,1
2,1,"Study 2, Cluster Number 525",1,1
2,1,"Study 2, Cluster Number 525",1,1
2,1,"Study 2, Cluster Number 525",1,0
2,1,"Study 2, Cluster Number 525",1,1
2,1,"Study 2, Cluster Number 525",1,1
2,1,"Study 2, Cluster Number 525",0,0
2,1,"Study 2, Cluster Number 525",1,1
2,1,"Study 2, Cluster Number 525",0,0
2,1,"Study 2, Cluster Number 525",1,1
2,0,"Study 2, Cluster Number 526",0,0
2,0,"Study 2, Cluster Number 526",0,0
2,0,"Study 2, Cluster Number 526",0,0
2,0,"Study 2, Cluster Number 526",0,0
2,0,"Study 2, Cluster Number 527",1,1
2,0,"Study 2, Cluster Number 527",0,0
2,1,"Study 2, Cluster Number 528",1,0
2,1,"Study 2, Cluster Number 528",1,1
2,1,"Study 2, Cluster Number 528",0,0
2,0,"Study 2, Cluster Number 529",0,0
2,0,"Study 2, Cluster Number 529",1,1
2,0,"Study 2, Cluster Number 529",0,0
2,0,"Study 2, Cluster Number 530",1,1
2,0,"Study 2, Cluster Number 530",1,0
2,0,"Study 2, Cluster Number 530",1,1
2,0,"Study 2, Cluster Number 530",1,1
2,0,"Study 2, Cluster Number 530",1,1
2,0,"Study 2, Cluster Number 530",1,0
2,0,"Study 2, Cluster Number 530",1,0
2,0,"Study 2, Cluster Number 530",1,1
2,0,"Study 2, Cluster Number 530",1,1
2,0,"Study 2, Cluster Number 530",1,0
2,0,"Study 2, Cluster Number 530",0,0
2,0,"Study 2, Cluster Number 530",1,1
2,1,"Study 2, Cluster Number 531",0,0
2,0,"Study 2, Cluster Number 533",0,0
2,0,"Study 2, Cluster Number 533",1,0
2,0,"Study 2, Cluster Number 533",1,0
2,0,"Study 2, Cluster Number 533",1,1
2,1,"Study 2, Cluster Number 534",1,1
2,0,"Study 2, Cluster Number 536",1,0
2,0,"Study 2, Cluster Number 537",1,1
2,0,"Study 2, Cluster Number 538",1,1
2,0,"Study 2, Cluster Number 538",0,0
2,0,"Study 2, Cluster Number 538",1,1
2,0,"Study 2, Cluster Number 539",0,0
2,0,"Study 2, Cluster Number 539",,
2,0,"Study 2, Cluster Number 540",0,0
2,0,"Study 2, Cluster Number 541",1,1
2,0,"Study 2, Cluster Number 541",1,0
2,0,"Study 2, Cluster Number 541",0,0
2,0,"Study 2, Cluster Number 541",1,1
2,0,"Study 2, Cluster Number 541",1,0
2,0,"Study 2, Cluster Number 541",0,0
2,0,"Study 2, Cluster Number 541",1,1
2,0,"Study 2, Cluster Number 541",0,0
2,0,"Study 2, Cluster Number 541",1,1
2,0,"Study 2, Cluster Number 541",1,1
2,0,"Study 2, Cluster Number 541",1,1
2,0,"Study 2, Cluster Number 541",1,1
2,0,"Study 2, Cluster Number 541",1,1
2,0,"Study 2, Cluster Number 541",1,1
2,0,"Study 2, Cluster Number 541",1,0
2,0,"Study 2, Cluster Number 542",1,1
2,0,"Study 2, Cluster Number 542",0,0
2,0,"Study 2, Cluster Number 543",1,1
2,1,"Study 2, Cluster Number 544",0,0
2,1,"Study 2, Cluster Number 544",1,1
2,1,"Study 2, Cluster Number 544",1,1
2,1,"Study 2, Cluster Number 544",0,0
2,1,"Study 2, Cluster Number 545",1,1
2,1,"Study 2, Cluster Number 545",1,1
2,1,"Study 2, Cluster Number 545",0,0
2,1,"Study 2, Cluster Number 545",0,0
2,1,"Study 2, Cluster Number 545",0,0
2,1,"Study 2, Cluster Number 545",1,1
2,1,"Study 2, Cluster Number 545",1,0
2,0,"Study 2, Cluster Number 546",0,0
2,0,"Study 2, Cluster Number 546",0,0
2,0,"Study 2, Cluster Number 546",1,0
2,0,"Study 2, Cluster Number 546",1,1
2,0,"Study 2, Cluster Number 546",1,1
2,0,"Study 2, Cluster Number 546",1,0
2,0,"Study 2, Cluster Number 546",1,0
2,0,"Study 2, Cluster Number 546",0,0
2,0,"Study 2, Cluster Number 546",0,0
2,0,"Study 2, Cluster Number 546",1,0
2,0,"Study 2, Cluster Number 546",1,0
2,0,"Study 2, Cluster Number 546",1,1
2,0,"Study 2, Cluster Number 546",1,0
2,0,"Study 2, Cluster Number 546",1,1
2,0,"Study 2, Cluster Number 546",1,1
2,0,"Study 2, Cluster Number 546",1,1
2,0,"Study 2, Cluster Number 546",0,0
2,0,"Study 2, Cluster Number 547",0,0
2,0,"Study 2, Cluster Number 547",0,0
2,0,"Study 2, Cluster Number 548",1,0
2,0,"Study 2, Cluster Number 548",1,1
2,0,"Study 2, Cluster Number 549",1,1
2,0,"Study 2, Cluster Number 549",1,0
2,0,"Study 2, Cluster Number 549",1,1
2,0,"Study 2, Cluster Number 549",1,1
2,0,"Study 2, Cluster Number 549",1,1
2,0,"Study 2, Cluster Number 549",1,1
2,1,"Study 2, Cluster Number 550",1,1
2,0,"Study 2, Cluster Number 551",1,0
2,0,"Study 2, Cluster Number 551",1,0
2,1,"Study 2, Cluster Number 553",0,0
2,1,"Study 2, Cluster Number 553",0,0
2,1,"Study 2, Cluster Number 553",1,0
2,0,"Study 2, Cluster Number 554",1,1
2,0,"Study 2, Cluster Number 554",1,1
2,0,"Study 2, Cluster Number 554",1,0
2,0,"Study 2, Cluster Number 554",0,0
2,0,"Study 2, Cluster Number 554",1,1
2,0,"Study 2, Cluster Number 554",1,0
2,0,"Study 2, Cluster Number 554",1,0
2,0,"Study 2, Cluster Number 555",1,0
1,1,"Study 1, Cluster Number 1",0,0
1,1,"Study 1, Cluster Number 1",0,0
1,1,"Study 1, Cluster Number 3",0,0
1,1,"Study 1, Cluster Number 4",0,0
1,1,"Study 1, Cluster Number 5",0,0
1,1,"Study 1, Cluster Number 9",0,0
1,0,"Study 1, Cluster Number 10",0,0
1,0,"Study 1, Cluster Number 10",0,0
1,1,"Study 1, Cluster Number 11",0,0
1,1,"Study 1, Cluster Number 12",1,1
1,0,"Study 1, Cluster Number 13",0,0
1,1,"Study 1, Cluster Number 15",0,0
1,1,"Study 1, Cluster Number 16",0,0
1,0,"Study 1, Cluster Number 17",0,0
1,1,"Study 1, Cluster Number 18",0,0
1,0,"Study 1, Cluster Number 19",0,0
1,1,"Study 1, Cluster Number 20",0,0
1,0,"Study 1, Cluster Number 25",0,0
1,0,"Study 1, Cluster Number 25",0,0
1,1,"Study 1, Cluster Number 26",0,0
1,1,"Study 1, Cluster Number 26",1,1
1,1,"Study 1, Cluster Number 26",0,0
1,1,"Study 1, Cluster Number 26",0,0
1,1,"Study 1, Cluster Number 27",0,0
1,0,"Study 1, Cluster Number 28",0,0
1,0,"Study 1, Cluster Number 31",1,1
1,0,"Study 1, Cluster Number 31",1,1
1,1,"Study 1, Cluster Number 32",0,0
1,1,"Study 1, Cluster Number 34",0,0
1,0,"Study 1, Cluster Number 35",0,0
1,0,"Study 1, Cluster Number 37",0,0
1,1,"Study 1, Cluster Number 38",0,0
1,0,"Study 1, Cluster Number 39",0,0
1,1,"Study 1, Cluster Number 40",0,0
1,1,"Study 1, Cluster Number 41",0,0
1,0,"Study 1, Cluster Number 42",0,0
1,1,"Study 1, Cluster Number 43",0,0
1,1,"Study 1, Cluster Number 44",0,0
1,1,"Study 1, Cluster Number 45",1,1
1,1,"Study 1, Cluster Number 46",0,0
1,1,"Study 1, Cluster Number 47",0,0
1,0,"Study 1, Cluster Number 49",0,0
1,1,"Study 1, Cluster Number 50",0,0
1,0,"Study 1, Cluster Number 51",1,0
1,0,"Study 1, Cluster Number 51",1,1
1,0,"Study 1, Cluster Number 51",0,0
1,1,"Study 1, Cluster Number 53",0,0
1,1,"Study 1, Cluster Number 53",0,0
1,0,"Study 1, Cluster Number 54",0,0
1,1,"Study 1, Cluster Number 55",0,0
1,1,"Study 1, Cluster Number 57",0,0
1,0,"Study 1, Cluster Number 58",0,0
1,0,"Study 1, Cluster Number 58",0,0
1,0,"Study 1, Cluster Number 59",0,0
1,0,"Study 1, Cluster Number 59",0,0
1,1,"Study 1, Cluster Number 60",0,0
1,0,"Study 1, Cluster Number 60",0,0
1,0,"Study 1, Cluster Number 60",1,1
1,1,"Study 1, Cluster Number 61",1,1
1,0,"Study 1, Cluster Number 62",1,0
1,0,"Study 1, Cluster Number 63",1,0
1,0,"Study 1, Cluster Number 64",0,0
1,1,"Study 1, Cluster Number 65",0,0
1,0,"Study 1, Cluster Number 66",0,0
1,0,"Study 1, Cluster Number 66",0,0
1,0,"Study 1, Cluster Number 68",0,0
1,1,"Study 1, Cluster Number 69",0,0
1,0,"Study 1, Cluster Number 70",0,0
1,0,"Study 1, Cluster Number 70",0,0
1,1,"Study 1, Cluster Number 71",0,0
1,1,"Study 1, Cluster Number 71",0,0
1,1,"Study 1, Cluster Number 72",0,0
1,1,"Study 1, Cluster Number 73",0,0
1,0,"Study 1, Cluster Number 74",1,1
1,1,"Study 1, Cluster Number 76",0,0
1,1,"Study 1, Cluster Number 77",1,1
1,1,"Study 1, Cluster Number 78",0,0
1,0,"Study 1, Cluster Number 79",0,0
1,0,"Study 1, Cluster Number 79",1,1
1,0,"Study 1, Cluster Number 79",0,0
1,0,"Study 1, Cluster Number 81",0,0
1,1,"Study 1, Cluster Number 82",0,0
1,0,"Study 1, Cluster Number 82",0,0
1,1,"Study 1, Cluster Number 82",0,0
1,1,"Study 1, Cluster Number 83",0,0
1,1,"Study 1, Cluster Number 84",0,0
1,0,"Study 1, Cluster Number 85",0,0
1,1,"Study 1, Cluster Number 86",0,0
1,1,"Study 1, Cluster Number 87",0,0
1,1,"Study 1, Cluster Number 88",0,0
1,0,"Study 1, Cluster Number 90",0,0
1,0,"Study 1, Cluster Number 91",0,0
1,1,"Study 1, Cluster Number 92",0,0
1,1,"Study 1, Cluster Number 92",0,0
1,1,"Study 1, Cluster Number 94",0,0
1,1,"Study 1, Cluster Number 94",0,0
1,1,"Study 1, Cluster Number 95",0,0
1,1,"Study 1, Cluster Number 96",0,0
1,1,"Study 1, Cluster Number 97",0,0
1,0,"Study 1, Cluster Number 99",1,0
1,1,"Study 1, Cluster Number 100",0,0
1,1,"Study 1, Cluster Number 100",0,0
1,1,"Study 1, Cluster Number 100",0,0
1,0,"Study 1, Cluster Number 101",0,0
1,0,"Study 1, Cluster Number 101",0,0
1,1,"Study 1, Cluster Number 102",0,0
1,1,"Study 1, Cluster Number 102",0,0
1,1,"Study 1, Cluster Number 103",0,0
1,1,"Study 1, Cluster Number 105",0,0
1,0,"Study 1, Cluster Number 106",0,0
1,1,"Study 1, Cluster Number 107",0,0
1,1,"Study 1, Cluster Number 108",0,0
1,1,"Study 1, Cluster Number 110",1,1
1,1,"Study 1, Cluster Number 110",0,0
1,0,"Study 1, Cluster Number 111",0,0
1,1,"Study 1, Cluster Number 113",0,0
1,1,"Study 1, Cluster Number 114",1,0
1,1,"Study 1, Cluster Number 115",0,0
1,1,"Study 1, Cluster Number 116",1,1
1,1,"Study 1, Cluster Number 116",0,0
1,0,"Study 1, Cluster Number 118",0,0
1,1,"Study 1, Cluster Number 120",0,0
1,1,"Study 1, Cluster Number 120",0,0
1,0,"Study 1, Cluster Number 121",0,0
1,1,"Study 1, Cluster Number 121",1,1
1,0,"Study 1, Cluster Number 121",1,1
1,0,"Study 1, Cluster Number 122",0,0
1,1,"Study 1, Cluster Number 123",0,0
1,1,"Study 1, Cluster Number 124",0,0
1,0,"Study 1, Cluster Number 125",0,0
1,0,"Study 1, Cluster Number 125",0,0
1,0,"Study 1, Cluster Number 125",0,0
1,0,"Study 1, Cluster Number 127",0,0
1,1,"Study 1, Cluster Number 128",0,0
1,1,"Study 1, Cluster Number 128",0,0
1,1,"Study 1, Cluster Number 128",0,0
1,1,"Study 1, Cluster Number 128",0,0
1,0,"Study 1, Cluster Number 129",0,0
1,0,"Study 1, Cluster Number 130",0,0
1,0,"Study 1, Cluster Number 130",0,0
1,1,"Study 1, Cluster Number 135",0,0
1,1,"Study 1, Cluster Number 135",0,0
1,0,"Study 1, Cluster Number 136",0,0
1,0,"Study 1, Cluster Number 136",0,0
1,0,"Study 1, Cluster Number 137",0,0
1,1,"Study 1, Cluster Number 137",0,0
1,1,"Study 1, Cluster Number 137",0,0
1,1,"Study 1, Cluster Number 137",0,0
1,1,"Study 1, Cluster Number 138",1,1
1,1,"Study 1, Cluster Number 139",0,0
1,0,"Study 1, Cluster Number 140",0,0
1,0,"Study 1, Cluster Number 143",0,0
1,0,"Study 1, Cluster Number 144",0,0
1,1,"Study 1, Cluster Number 145",0,0
1,1,"Study 1, Cluster Number 145",0,0
1,1,"Study 1, Cluster Number 145",0,0
1,0,"Study 1, Cluster Number 146",0,0
1,1,"Study 1, Cluster Number 149",0,0
1,0,"Study 1, Cluster Number 151",0,0
1,1,"Study 1, Cluster Number 154",0,0
1,1,"Study 1, Cluster Number 154",1,0
1,1,"Study 1, Cluster Number 155",0,0
1,1,"Study 1, Cluster Number 156",0,0
1,1,"Study 1, Cluster Number 157",0,0
1,0,"Study 1, Cluster Number 159",0,0
1,1,"Study 1, Cluster Number 160",0,0
1,1,"Study 1, Cluster Number 161",0,0
1,1,"Study 1, Cluster Number 161",0,0
1,1,"Study 1, Cluster Number 162",0,0
1,0,"Study 1, Cluster Number 163",0,0
1,0,"Study 1, Cluster Number 163",0,0
1,0,"Study 1, Cluster Number 163",0,0
1,0,"Study 1, Cluster Number 163",0,0
1,0,"Study 1, Cluster Number 163",1,1
1,0,"Study 1, Cluster Number 163",0,0
1,0,"Study 1, Cluster Number 163",0,0
1,0,"Study 1, Cluster Number 164",0,0
1,0,"Study 1, Cluster Number 165",0,0
1,0,"Study 1, Cluster Number 165",1,1
1,0,"Study 1, Cluster Number 166",0,0
1,1,"Study 1, Cluster Number 167",0,0
1,1,"Study 1, Cluster Number 168",0,0
1,1,"Study 1, Cluster Number 169",1,1
1,0,"Study 1, Cluster Number 170",1,0
1,0,"Study 1, Cluster Number 171",0,0
1,0,"Study 1, Cluster Number 171",0,0
1,1,"Study 1, Cluster Number 174",0,0
1,0,"Study 1, Cluster Number 176",0,0
1,1,"Study 1, Cluster Number 177",0,0
1,0,"Study 1, Cluster Number 179",0,0
1,0,"Study 1, Cluster Number 179",0,0
1,0,"Study 1, Cluster Number 179",0,0
1,1,"Study 1, Cluster Number 181",0,0
1,1,"Study 1, Cluster Number 183",0,0
1,1,"Study 1, Cluster Number 184",0,0
1,1,"Study 1, Cluster Number 186",0,0
1,1,"Study 1, Cluster Number 187",0,0
1,1,"Study 1, Cluster Number 187",0,0
1,0,"Study 1, Cluster Number 189",0,0
1,1,"Study 1, Cluster Number 190",0,0
1,1,"Study 1, Cluster Number 190",0,0
1,1,"Study 1, Cluster Number 192",0,0
1,1,"Study 1, Cluster Number 193",0,0
1,0,"Study 1, Cluster Number 194",0,0
1,1,"Study 1, Cluster Number 195",0,0
1,1,"Study 1, Cluster Number 195",0,0
1,0,"Study 1, Cluster Number 196",0,0
1,0,"Study 1, Cluster Number 196",0,0
1,0,"Study 1, Cluster Number 196",0,0
1,0,"Study 1, Cluster Number 197",0,0
1,0,"Study 1, Cluster Number 197",0,0
1,1,"Study 1, Cluster Number 198",0,0
1,1,"Study 1, Cluster Number 198",0,0
1,1,"Study 1, Cluster Number 199",0,0
1,0,"Study 1, Cluster Number 200",0,0
1,1,"Study 1, Cluster Number 201",0,0
1,1,"Study 1, Cluster Number 203",0,0
1,1,"Study 1, Cluster Number 203",0,0
1,1,"Study 1, Cluster Number 203",0,0
1,1,"Study 1, Cluster Number 203",0,0
1,1,"Study 1, Cluster Number 203",0,0
1,1,"Study 1, Cluster Number 203",1,1
1,1,"Study 1, Cluster Number 203",0,0
1,1,"Study 1, Cluster Number 203",0,0
1,1,"Study 1, Cluster Number 205",0,0
1,1,"Study 1, Cluster Number 205",0,0
1,0,"Study 1, Cluster Number 205",0,0
1,1,"Study 1, Cluster Number 205",0,0
1,1,"Study 1, Cluster Number 206",0,0
1,1,"Study 1, Cluster Number 209",0,0
1,1,"Study 1, Cluster Number 209",1,1
1,0,"Study 1, Cluster Number 211",0,0
1,1,"Study 1, Cluster Number 213",0,0
1,0,"Study 1, Cluster Number 216",0,0
1,0,"Study 1, Cluster Number 216",0,0
1,0,"Study 1, Cluster Number 216",0,0
1,0,"Study 1, Cluster Number 216",0,0
1,0,"Study 1, Cluster Number 217",0,0
1,1,"Study 1, Cluster Number 218",0,0
1,1,"Study 1, Cluster Number 219",0,0
1,1,"Study 1, Cluster Number 221",0,0
1,1,"Study 1, Cluster Number 221",0,0
1,1,"Study 1, Cluster Number 221",0,0
1,1,"Study 1, Cluster Number 221",0,0
1,1,"Study 1, Cluster Number 222",1,1
1,1,"Study 1, Cluster Number 222",0,0
1,1,"Study 1, Cluster Number 223",0,0
1,0,"Study 1, Cluster Number 224",0,0
1,0,"Study 1, Cluster Number 228",0,0
1,0,"Study 1, Cluster Number 228",0,0
1,0,"Study 1, Cluster Number 228",1,1
1,0,"Study 1, Cluster Number 229",0,0
1,0,"Study 1, Cluster Number 229",0,0
1,1,"Study 1, Cluster Number 229",0,0
1,0,"Study 1, Cluster Number 230",0,0
1,0,"Study 1, Cluster Number 230",0,0
1,0,"Study 1, Cluster Number 230",0,0
1,0,"Study 1, Cluster Number 230",1,0
1,0,"Study 1, Cluster Number 230",0,0
1,1,"Study 1, Cluster Number 231",0,0
1,1,"Study 1, Cluster Number 231",0,0
1,1,"Study 1, Cluster Number 231",0,0
1,1,"Study 1, Cluster Number 231",0,0
1,1,"Study 1, Cluster Number 232",0,0
1,0,"Study 1, Cluster Number 233",1,1
1,1,"Study 1, Cluster Number 233",0,0
1,0,"Study 1, Cluster Number 234",0,0
1,1,"Study 1, Cluster Number 236",0,0
1,0,"Study 1, Cluster Number 237",0,0
1,0,"Study 1, Cluster Number 237",0,0
1,0,"Study 1, Cluster Number 237",0,0
1,0,"Study 1, Cluster Number 237",0,0
1,0,"Study 1, Cluster Number 237",0,0
1,0,"Study 1, Cluster Number 237",0,0
1,0,"Study 1, Cluster Number 238",0,0
1,0,"Study 1, Cluster Number 239",0,0
1,0,"Study 1, Cluster Number 239",1,1
1,0,"Study 1, Cluster Number 239",0,0
1,0,"Study 1, Cluster Number 239",0,0
1,1,"Study 1, Cluster Number 239",0,0
1,1,"Study 1, Cluster Number 239",1,0
1,0,"Study 1, Cluster Number 240",1,1
1,1,"Study 1, Cluster Number 242",0,0
1,1,"Study 1, Cluster Number 242",0,0
1,1,"Study 1, Cluster Number 242",0,0
1,1,"Study 1, Cluster Number 242",1,1
1,0,"Study 1, Cluster Number 244",0,0
1,1,"Study 1, Cluster Number 248",0,0
1,1,"Study 1, Cluster Number 248",0,0
1,0,"Study 1, Cluster Number 248",0,0
1,1,"Study 1, Cluster Number 249",0,0
1,1,"Study 1, Cluster Number 250",0,0
1,1,"Study 1, Cluster Number 251",1,1
1,1,"Study 1, Cluster Number 252",0,0
1,1,"Study 1, Cluster Number 252",1,0
1,1,"Study 1, Cluster Number 252",1,1
1,1,"Study 1, Cluster Number 252",0,0
1,1,"Study 1, Cluster Number 252",0,0
1,1,"Study 1, Cluster Number 252",0,0
1,0,"Study 1, Cluster Number 253",0,0
1,0,"Study 1, Cluster Number 254",0,0
1,0,"Study 1, Cluster Number 254",0,0
1,1,"Study 1, Cluster Number 255",0,0
1,0,"Study 1, Cluster Number 257",0,0
1,1,"Study 1, Cluster Number 258",0,0
1,1,"Study 1, Cluster Number 259",0,0
1,1,"Study 1, Cluster Number 259",1,1
1,1,"Study 1, Cluster Number 259",1,0
1,1,"Study 1, Cluster Number 259",1,1
1,1,"Study 1, Cluster Number 259",1,1
1,1,"Study 1, Cluster Number 259",0,0
1,1,"Study 1, Cluster Number 259",0,0
1,1,"Study 1, Cluster Number 260",0,0
1,1,"Study 1, Cluster Number 260",0,0
1,1,"Study 1, Cluster Number 260",0,0
1,1,"Study 1, Cluster Number 260",0,0
1,1,"Study 1, Cluster Number 260",0,0
1,0,"Study 1, Cluster Number 261",0,0
1,0,"Study 1, Cluster Number 261",0,0
1,0,"Study 1, Cluster Number 261",1,0
1,0,"Study 1, Cluster Number 261",0,0
1,0,"Study 1, Cluster Number 261",0,0
1,1,"Study 1, Cluster Number 263",1,0
1,1,"Study 1, Cluster Number 264",0,0
1,0,"Study 1, Cluster Number 265",0,0
1,1,"Study 1, Cluster Number 266",0,0
1,1,"Study 1, Cluster Number 267",0,0
1,1,"Study 1, Cluster Number 270",0,0
1,0,"Study 1, Cluster Number 271",0,0
1,0,"Study 1, Cluster Number 272",0,0
1,1,"Study 1, Cluster Number 273",0,0
1,1,"Study 1, Cluster Number 274",0,0
1,0,"Study 1, Cluster Number 274",0,0
1,1,"Study 1, Cluster Number 274",0,0
1,0,"Study 1, Cluster Number 275",0,0
1,0,"Study 1, Cluster Number 275",0,0
1,1,"Study 1, Cluster Number 276",0,0
1,1,"Study 1, Cluster Number 276",0,0
1,1,"Study 1, Cluster Number 278",0,0
1,1,"Study 1, Cluster Number 279",1,1
1,0,"Study 1, Cluster Number 280",1,0
1,1,"Study 1, Cluster Number 280",1,1
1,1,"Study 1, Cluster Number 280",0,0
1,1,"Study 1, Cluster Number 280",1,1
1,0,"Study 1, Cluster Number 281",0,0
1,1,"Study 1, Cluster Number 282",1,1
1,1,"Study 1, Cluster Number 284",0,0
1,1,"Study 1, Cluster Number 286",0,0
1,1,"Study 1, Cluster Number 286",0,0
1,1,"Study 1, Cluster Number 286",0,0
1,0,"Study 1, Cluster Number 290",1,1
1,1,"Study 1, Cluster Number 291",0,0
1,1,"Study 1, Cluster Number 291",0,0
1,1,"Study 1, Cluster Number 292",0,0
1,1,"Study 1, Cluster Number 292",0,0
1,1,"Study 1, Cluster Number 292",0,0
1,1,"Study 1, Cluster Number 292",0,0
1,0,"Study 1, Cluster Number 293",0,0
1,0,"Study 1, Cluster Number 293",0,0
1,1,"Study 1, Cluster Number 294",0,0
1,1,"Study 1, Cluster Number 294",0,0
1,1,"Study 1, Cluster Number 297",0,0
1,1,"Study 1, Cluster Number 297",1,1
1,1,"Study 1, Cluster Number 299",0,0
1,0,"Study 1, Cluster Number 300",0,0
1,1,"Study 1, Cluster Number 301",0,0
1,1,"Study 1, Cluster Number 301",0,0
1,1,"Study 1, Cluster Number 302",0,0
1,1,"Study 1, Cluster Number 302",0,0
1,1,"Study 1, Cluster Number 303",1,1
1,0,"Study 1, Cluster Number 303",0,0
1,0,"Study 1, Cluster Number 303",0,0
1,0,"Study 1, Cluster Number 303",0,0
1,0,"Study 1, Cluster Number 303",0,0
1,0,"Study 1, Cluster Number 303",0,0
1,0,"Study 1, Cluster Number 303",0,0
1,0,"Study 1, Cluster Number 304",1,1
1,0,"Study 1, Cluster Number 304",1,1
1,0,"Study 1, Cluster Number 304",0,0
1,0,"Study 1, Cluster Number 305",0,0
1,1,"Study 1, Cluster Number 306",0,0
1,1,"Study 1, Cluster Number 307",0,0
1,1,"Study 1, Cluster Number 309",0,0
1,0,"Study 1, Cluster Number 311",0,0
1,1,"Study 1, Cluster Number 313",0,0
1,1,"Study 1, Cluster Number 314",0,0
1,1,"Study 1, Cluster Number 314",0,0
1,1,"Study 1, Cluster Number 314",0,0
1,1,"Study 1, Cluster Number 314",0,0
1,1,"Study 1, Cluster Number 314",0,0
1,1,"Study 1, Cluster Number 314",0,0
1,1,"Study 1, Cluster Number 314",0,0
1,1,"Study 1, Cluster Number 314",0,0
1,1,"Study 1, Cluster Number 314",0,0
1,1,"Study 1, Cluster Number 315",0,0
1,1,"Study 1, Cluster Number 315",0,0
1,1,"Study 1, Cluster Number 315",0,0
1,1,"Study 1, Cluster Number 315",0,0
1,1,"Study 1, Cluster Number 315",0,0
1,1,"Study 1, Cluster Number 315",0,0
1,1,"Study 1, Cluster Number 315",0,0
1,1,"Study 1, Cluster Number 316",0,0
1,0,"Study 1, Cluster Number 316",1,1
1,1,"Study 1, Cluster Number 317",0,0
1,0,"Study 1, Cluster Number 319",0,0
1,1,"Study 1, Cluster Number 320",0,0
1,1,"Study 1, Cluster Number 321",0,0
1,1,"Study 1, Cluster Number 322",0,0
1,0,"Study 1, Cluster Number 324",0,0
1,1,"Study 1, Cluster Number 324",0,0
1,0,"Study 1, Cluster Number 324",1,1
1,0,"Study 1, Cluster Number 324",0,0
1,1,"Study 1, Cluster Number 325",0,0
1,0,"Study 1, Cluster Number 325",1,0
1,1,"Study 1, Cluster Number 327",0,0
1,1,"Study 1, Cluster Number 327",0,0
1,0,"Study 1, Cluster Number 328",0,0
1,1,"Study 1, Cluster Number 329",1,1
1,1,"Study 1, Cluster Number 329",0,0
1,0,"Study 1, Cluster Number 330",0,0
1,0,"Study 1, Cluster Number 330",0,0
1,0,"Study 1, Cluster Number 330",0,0
1,0,"Study 1, Cluster Number 332",0,0
1,0,"Study 1, Cluster Number 332",0,0
1,0,"Study 1, Cluster Number 335",0,0
1,0,"Study 1, Cluster Number 336",0,0
1,0,"Study 1, Cluster Number 337",0,0
1,1,"Study 1, Cluster Number 338",0,0
1,1,"Study 1, Cluster Number 338",0,0
1,1,"Study 1, Cluster Number 338",0,0
1,0,"Study 1, Cluster Number 340",0,0
1,0,"Study 1, Cluster Number 342",0,0
1,0,"Study 1, Cluster Number 344",0,0
1,0,"Study 1, Cluster Number 344",1,1
1,0,"Study 1, Cluster Number 347",0,0
1,0,"Study 1, Cluster Number 347",0,0
1,0,"Study 1, Cluster Number 347",0,0
1,0,"Study 1, Cluster Number 347",0,0
1,1,"Study 1, Cluster Number 348",0,0
1,1,"Study 1, Cluster Number 348",0,0
1,1,"Study 1, Cluster Number 348",0,0
1,1,"Study 1, Cluster Number 348",0,0
1,1,"Study 1, Cluster Number 349",0,0
1,1,"Study 1, Cluster Number 349",0,0
1,1,"Study 1, Cluster Number 349",0,0
1,1,"Study 1, Cluster Number 349",0,0
1,1,"Study 1, Cluster Number 349",1,0
1,1,"Study 1, Cluster Number 349",0,0
1,1,"Study 1, Cluster Number 350",1,1
1,1,"Study 1, Cluster Number 350",0,0
1,1,"Study 1, Cluster Number 350",0,0
1,1,"Study 1, Cluster Number 351",0,0
1,0,"Study 1, Cluster Number 353",0,0
1,1,"Study 1, Cluster Number 353",0,0
1,0,"Study 1, Cluster Number 353",0,0
1,0,"Study 1, Cluster Number 353",1,0
1,0,"Study 1, Cluster Number 353",1,1
1,0,"Study 1, Cluster Number 356",0,0
1,1,"Study 1, Cluster Number 357",0,0
1,1,"Study 1, Cluster Number 359",0,0
1,1,"Study 1, Cluster Number 359",0,0
1,1,"Study 1, Cluster Number 359",0,0
1,1,"Study 1, Cluster Number 359",0,0
1,1,"Study 1, Cluster Number 359",1,0
1,1,"Study 1, Cluster Number 359",0,0
1,1,"Study 1, Cluster Number 359",0,0
1,0,"Study 1, Cluster Number 360",0,0
1,0,"Study 1, Cluster Number 360",0,0
1,0,"Study 1, Cluster Number 360",0,0
1,0,"Study 1, Cluster Number 360",0,0
1,0,"Study 1, Cluster Number 360",0,0
1,0,"Study 1, Cluster Number 360",1,1
1,1,"Study 1, Cluster Number 361",0,0
1,1,"Study 1, Cluster Number 361",0,0
1,1,"Study 1, Cluster Number 362",0,0
1,1,"Study 1, Cluster Number 362",0,0
1,1,"Study 1, Cluster Number 362",0,0
1,0,"Study 1, Cluster Number 363",0,0
